episode,episode_mean_reward,episode_total_reward
823,-2.0500000000000003,-16.400000000000002
824,-2.0500000000000003,-16.400000000000002
825,1.7,6.8
826,-1.6749999999999998,-13.399999999999999
827,1.45,8.7
828,1.7,6.8
829,-2.0500000000000003,-16.400000000000002
830,-3.0500000000000003,-24.400000000000002
831,1.55,7.75
832,-3.0500000000000003,-24.400000000000002
833,1.55,7.75
834,-2.0500000000000003,-16.400000000000002
835,1.7,6.8
836,-2.0500000000000003,-16.400000000000002
837,5.0,5.0
838,-2.0500000000000003,-16.400000000000002
839,-3.0500000000000003,-24.400000000000002
840,-1.2999999999999998,-10.399999999999999
841,5.0,5.0
842,5.0,5.0
843,-2.0500000000000003,-16.400000000000002
844,5.0,5.0
845,-3.0500000000000003,-24.400000000000002
846,-3.0500000000000003,-24.400000000000002
847,1.95,5.85
848,1.95,5.85
849,-2.0500000000000003,-16.400000000000002
850,-3.0500000000000003,-24.400000000000002
851,1.7,6.8
852,1.95,5.85
853,-3.0500000000000003,-24.400000000000002
854,-2.0500000000000003,-16.400000000000002
855,-1.2999999999999998,-10.399999999999999
856,1.95,5.85
857,-3.0500000000000003,-24.400000000000002
858,-2.0500000000000003,-16.400000000000002
859,-2.0500000000000003,-16.400000000000002
860,5.0,5.0
861,-3.0500000000000003,-24.400000000000002
862,1.7,6.8
863,1.95,5.85
864,-2.0500000000000003,-16.400000000000002
865,-3.0500000000000003,-24.400000000000002
866,-3.0500000000000003,-24.400000000000002
867,-2.0500000000000003,-16.400000000000002
868,-2.0500000000000003,-16.400000000000002
869,-1.6749999999999998,-13.399999999999999
870,-1.6749999999999998,-13.399999999999999
871,-1.6749999999999998,-13.399999999999999
872,-2.0500000000000003,-16.400000000000002
873,1.95,5.85
874,-2.0500000000000003,-16.400000000000002
875,5.0,5.0
876,1.55,7.75
877,-2.0500000000000003,-16.400000000000002
878,1.95,5.85
879,1.7,6.8
880,1.7,6.8
881,5.0,5.0
882,-2.0500000000000003,-16.400000000000002
883,-3.0500000000000003,-24.400000000000002
884,-2.0500000000000003,-16.400000000000002
885,-1.6749999999999998,-13.399999999999999
886,-0.9249999999999999,-7.3999999999999995
887,-3.0500000000000003,-24.400000000000002
888,5.0,5.0
889,-2.0500000000000003,-16.400000000000002
890,1.7,6.8
891,1.95,5.85
892,-2.0500000000000003,-16.400000000000002
893,1.7,6.8
894,-2.0500000000000003,-16.400000000000002
895,5.0,5.0
896,1.55,7.75
897,5.0,5.0
898,-3.0500000000000003,-24.400000000000002
899,-2.0500000000000003,-16.400000000000002
900,1.7,6.8
901,1.95,5.85
902,-2.0500000000000003,-16.400000000000002
903,1.95,5.85
904,-1.6749999999999998,-13.399999999999999
905,-1.6749999999999998,-13.399999999999999
906,-2.0500000000000003,-16.400000000000002
907,-3.0500000000000003,-24.400000000000002
908,5.0,5.0
909,-2.0500000000000003,-16.400000000000002
910,5.0,5.0
911,5.0,5.0
912,5.0,5.0
913,-3.0500000000000003,-24.400000000000002
914,1.95,5.85
915,-2.0500000000000003,-16.400000000000002
916,-1.6749999999999998,-13.399999999999999
917,-1.2999999999999998,-10.399999999999999
918,5.0,5.0
919,-2.0500000000000003,-16.400000000000002
920,-2.0500000000000003,-16.400000000000002
921,-2.0500000000000003,-16.400000000000002
922,-3.0500000000000003,-24.400000000000002
923,-2.0500000000000003,-16.400000000000002
924,-2.0500000000000003,-16.400000000000002
925,5.0,5.0
926,5.0,5.0
927,1.95,5.85
928,-2.0500000000000003,-16.400000000000002
929,-2.0500000000000003,-16.400000000000002
930,1.95,5.85
931,5.0,5.0
932,1.7,6.8
933,-3.0500000000000003,-24.400000000000002
934,-2.0500000000000003,-16.400000000000002
935,1.7,6.8
936,-2.0500000000000003,-16.400000000000002
937,1.95,5.85
938,1.95,5.85
939,1.95,5.85
940,-2.0500000000000003,-16.400000000000002
941,-2.0500000000000003,-16.400000000000002
942,-2.0500000000000003,-16.400000000000002
943,-0.9249999999999999,-7.3999999999999995
944,-1.2999999999999998,-10.399999999999999
945,1.95,5.85
946,-3.0500000000000003,-24.400000000000002
947,1.95,5.85
948,5.0,5.0
949,-3.0500000000000003,-24.400000000000002
950,5.0,5.0
951,-2.0500000000000003,-16.400000000000002
952,-2.0500000000000003,-16.400000000000002
953,-1.6749999999999998,-13.399999999999999
954,-3.0500000000000003,-24.400000000000002
955,1.7,6.8
956,-3.0500000000000003,-24.400000000000002
957,-2.0500000000000003,-16.400000000000002
958,-3.0500000000000003,-24.400000000000002
959,-2.0500000000000003,-16.400000000000002
960,-2.0500000000000003,-16.400000000000002
961,1.3785714285714286,9.65
962,1.95,5.85
963,-2.0500000000000003,-16.400000000000002
964,-2.0500000000000003,-16.400000000000002
965,-1.2999999999999998,-10.399999999999999
966,-2.0500000000000003,-16.400000000000002
967,-2.0500000000000003,-16.400000000000002
968,-2.0500000000000003,-16.400000000000002
969,1.55,7.75
970,-2.0500000000000003,-16.400000000000002
971,-2.0500000000000003,-16.400000000000002
972,5.0,5.0
973,-2.0500000000000003,-16.400000000000002
974,-2.0500000000000003,-16.400000000000002
975,-2.0500000000000003,-16.400000000000002
976,-2.0500000000000003,-16.400000000000002
977,5.0,5.0
978,5.0,5.0
979,-3.0500000000000003,-24.400000000000002
980,-3.0500000000000003,-24.400000000000002
981,1.7,6.8
982,1.95,5.85
983,-3.0500000000000003,-24.400000000000002
984,5.0,5.0
985,1.95,5.85
986,-2.0500000000000003,-16.400000000000002
987,-2.0500000000000003,-16.400000000000002
988,-2.0500000000000003,-16.400000000000002
989,-3.0500000000000003,-24.400000000000002
990,-2.0500000000000003,-16.400000000000002
991,-1.2999999999999998,-10.399999999999999
992,5.0,5.0
993,-2.0500000000000003,-16.400000000000002
994,-2.0500000000000003,-16.400000000000002
995,-2.0500000000000003,-16.400000000000002
996,-2.0500000000000003,-16.400000000000002
997,5.0,5.0
998,-2.0500000000000003,-16.400000000000002
999,-2.0500000000000003,-16.400000000000002
1000,-2.0500000000000003,-16.400000000000002
1001,5.0,5.0
1002,5.0,5.0
1003,-2.0500000000000003,-16.400000000000002
1004,1.55,7.75
1005,5.0,5.0
1006,-2.0500000000000003,-16.400000000000002
1007,-2.0500000000000003,-16.400000000000002
1008,-2.0500000000000003,-16.400000000000002
1009,-2.0500000000000003,-16.400000000000002
1010,1.45,8.7
1011,-2.0500000000000003,-16.400000000000002
1012,5.0,5.0
1013,-2.0500000000000003,-16.400000000000002
1014,-2.0500000000000003,-16.400000000000002
1015,-2.0500000000000003,-16.400000000000002
1016,-2.0500000000000003,-16.400000000000002
1017,-2.0500000000000003,-16.400000000000002
1018,-3.0500000000000003,-24.400000000000002
1019,-2.0500000000000003,-16.400000000000002
1020,-2.0500000000000003,-16.400000000000002
1021,1.45,8.7
1022,-2.0500000000000003,-16.400000000000002
1023,1.95,5.85
1024,1.95,5.85
1025,-3.0500000000000003,-24.400000000000002
1026,5.0,5.0
1027,-3.0500000000000003,-24.400000000000002
1028,-2.0500000000000003,-16.400000000000002
1029,-2.0500000000000003,-16.400000000000002
1030,5.0,5.0
1031,-2.0500000000000003,-16.400000000000002
1032,1.7,6.8
1033,-2.0500000000000003,-16.400000000000002
1034,-2.0500000000000003,-16.400000000000002
1035,-2.0500000000000003,-16.400000000000002
1036,1.55,7.75
1037,-3.0500000000000003,-24.400000000000002
1038,-2.0500000000000003,-16.400000000000002
1039,-2.0500000000000003,-16.400000000000002
1040,5.0,5.0
1041,5.0,5.0
1042,-2.0500000000000003,-16.400000000000002
1043,-3.0500000000000003,-24.400000000000002
1044,-2.0500000000000003,-16.400000000000002
1045,-2.0500000000000003,-16.400000000000002
1046,5.0,5.0
1047,1.7,6.8
1048,-2.0500000000000003,-16.400000000000002
1049,5.0,5.0
1050,5.0,5.0
1051,5.0,5.0
1052,-2.0500000000000003,-16.400000000000002
1053,1.55,7.75
1054,-2.0500000000000003,-16.400000000000002
1055,-2.0500000000000003,-16.400000000000002
1056,-2.0500000000000003,-16.400000000000002
1057,5.0,5.0
1058,1.95,5.85
1059,-2.0500000000000003,-16.400000000000002
1060,5.0,5.0
1061,-1.6749999999999998,-13.399999999999999
1062,-0.9249999999999999,-7.3999999999999995
1063,-3.0500000000000003,-24.400000000000002
1064,-2.0500000000000003,-16.400000000000002
1065,1.95,5.85
1066,5.0,5.0
1067,1.7,6.8
1068,-2.0500000000000003,-16.400000000000002
1069,-2.0500000000000003,-16.400000000000002
1070,-2.0500000000000003,-16.400000000000002
1071,-2.0500000000000003,-16.400000000000002
1072,1.45,8.7
1073,1.95,5.85
1074,-2.0500000000000003,-16.400000000000002
1075,1.95,5.85
1076,-3.0500000000000003,-24.400000000000002
1077,1.7,6.8
1078,1.95,5.85
1079,1.95,5.85
1080,1.3250000000000002,10.600000000000001
1081,-2.0500000000000003,-16.400000000000002
1082,1.55,7.75
1083,-2.0500000000000003,-16.400000000000002
1084,-3.0500000000000003,-24.400000000000002
1085,-2.0500000000000003,-16.400000000000002
1086,-2.0500000000000003,-16.400000000000002
1087,-1.6749999999999998,-13.399999999999999
1088,-3.0500000000000003,-24.400000000000002
1089,-2.0500000000000003,-16.400000000000002
1090,-2.0500000000000003,-16.400000000000002
1091,-2.0500000000000003,-16.400000000000002
1092,-2.0500000000000003,-16.400000000000002
1093,-2.0500000000000003,-16.400000000000002
1094,-2.0500000000000003,-16.400000000000002
1095,5.0,5.0
1096,-2.0500000000000003,-16.400000000000002
1097,-2.0500000000000003,-16.400000000000002
1098,-2.0500000000000003,-16.400000000000002
1099,0.5750000000000001,4.6000000000000005
1100,5.0,5.0
1101,-2.0500000000000003,-16.400000000000002
1102,1.7,6.8
1103,-3.0500000000000003,-24.400000000000002
1104,5.0,5.0
1105,1.7,6.8
1106,5.0,5.0
1107,1.55,7.75
1108,1.7,6.8
1109,-2.0500000000000003,-16.400000000000002
1110,-3.0500000000000003,-24.400000000000002
1111,-1.2999999999999998,-10.399999999999999
1112,1.95,5.85
1113,-2.0500000000000003,-16.400000000000002
1114,1.95,5.85
1115,-2.0500000000000003,-16.400000000000002
1116,-3.0500000000000003,-24.400000000000002
1117,5.0,5.0
1118,-2.0500000000000003,-16.400000000000002
1119,-2.0500000000000003,-16.400000000000002
1120,5.0,5.0
1121,-2.0500000000000003,-16.400000000000002
1122,-3.0500000000000003,-24.400000000000002
1123,5.0,5.0
1124,1.95,5.85
1125,5.0,5.0
1126,-2.0500000000000003,-16.400000000000002
1127,5.0,5.0
1128,-1.2999999999999998,-10.399999999999999
1129,-2.0500000000000003,-16.400000000000002
1130,-3.0500000000000003,-24.400000000000002
1131,1.95,5.85
1132,-2.0500000000000003,-16.400000000000002
1133,-2.0500000000000003,-16.400000000000002
1134,-2.0500000000000003,-16.400000000000002
1135,-1.6749999999999998,-13.399999999999999
1136,5.0,5.0
1137,-1.6749999999999998,-13.399999999999999
1138,-3.0500000000000003,-24.400000000000002
1139,1.95,5.85
1140,1.95,5.85
1141,-2.0500000000000003,-16.400000000000002
1142,1.95,5.85
1143,-2.0500000000000003,-16.400000000000002
1144,-2.0500000000000003,-16.400000000000002
1145,-2.0500000000000003,-16.400000000000002
1146,-2.0500000000000003,-16.400000000000002
1147,-2.0500000000000003,-16.400000000000002
1148,1.95,5.85
1149,-2.0500000000000003,-16.400000000000002
1150,1.7,6.8
1151,-3.0500000000000003,-24.400000000000002
1152,-2.0500000000000003,-16.400000000000002
1153,5.0,5.0
1154,-2.0500000000000003,-16.400000000000002
1155,-2.0500000000000003,-16.400000000000002
1156,1.3250000000000002,10.600000000000001
1157,-2.0500000000000003,-16.400000000000002
1158,-2.0500000000000003,-16.400000000000002
1159,-2.0500000000000003,-16.400000000000002
1160,-3.0500000000000003,-24.400000000000002
1161,-2.0500000000000003,-16.400000000000002
1162,-1.6749999999999998,-13.399999999999999
1163,-2.0500000000000003,-16.400000000000002
1164,-3.0500000000000003,-24.400000000000002
1165,-2.0500000000000003,-16.400000000000002
1166,-2.0500000000000003,-16.400000000000002
1167,5.0,5.0
1168,5.0,5.0
1169,-2.0500000000000003,-16.400000000000002
1170,1.95,5.85
1171,1.95,5.85
1172,5.0,5.0
1173,-2.0500000000000003,-16.400000000000002
1174,-2.0500000000000003,-16.400000000000002
1175,-2.0500000000000003,-16.400000000000002
1176,-3.0500000000000003,-24.400000000000002
1177,-2.0500000000000003,-16.400000000000002
1178,-0.9249999999999999,-7.3999999999999995
1179,-2.0500000000000003,-16.400000000000002
1180,1.7,6.8
1181,1.45,8.7
1182,-3.0500000000000003,-24.400000000000002
1183,-0.9249999999999999,-7.3999999999999995
1184,-3.0500000000000003,-24.400000000000002
1185,-1.2999999999999998,-10.399999999999999
1186,5.0,5.0
1187,1.95,5.85
1188,1.95,5.85
1189,-3.0500000000000003,-24.400000000000002
1190,5.0,5.0
1191,5.0,5.0
1192,-0.9249999999999999,-7.3999999999999995
1193,1.7,6.8
1194,1.7,6.8
1195,-3.0500000000000003,-24.400000000000002
1196,-2.0500000000000003,-16.400000000000002
1197,1.95,5.85
1198,-2.0500000000000003,-16.400000000000002
1199,-2.0500000000000003,-16.400000000000002
