episode,episode_mean_reward,episode_total_reward
643,-2.1,-16.8
644,-2.1,-16.8
645,2.2666666666666666,6.8
646,5.0,5.0
647,-2.1,-16.8
648,2.2666666666666666,6.8
649,-3.1000000000000005,-24.800000000000004
650,1.4857142857142858,10.4
651,-3.1000000000000005,-24.800000000000004
652,-2.1,-16.8
653,-2.1,-16.8
654,-2.1,-16.8
655,-2.1,-16.8
656,2.2666666666666666,6.8
657,-2.1,-16.8
658,2.2666666666666666,6.8
659,-2.1,-16.8
660,-3.1000000000000005,-24.800000000000004
661,-3.1000000000000005,-24.800000000000004
662,5.0,5.0
663,-2.1,-16.8
664,-2.1,-16.8
665,1.925,7.7
666,5.0,5.0
667,2.2666666666666666,6.8
668,1.925,7.7
669,-1.7249999999999999,-13.799999999999999
670,1.925,7.7
671,2.2666666666666666,6.8
672,5.0,5.0
673,1.925,7.7
674,-2.1,-16.8
675,5.0,5.0
676,-2.1,-16.8
677,-3.1000000000000005,-24.800000000000004
678,2.2666666666666666,6.8
679,-2.1,-16.8
680,2.2666666666666666,6.8
681,-1.7249999999999999,-13.799999999999999
682,-2.1,-16.8
683,2.2666666666666666,6.8
684,2.2666666666666666,6.8
685,1.925,7.7
686,-2.1,-16.8
687,-2.1,-16.8
688,2.2666666666666666,6.8
689,1.925,7.7
690,2.2666666666666666,6.8
691,-2.1,-16.8
692,-2.1,-16.8
693,1.925,7.7
694,-2.1,-16.8
695,-2.1,-16.8
696,1.72,8.6
697,-2.1,-16.8
698,2.2666666666666666,6.8
699,5.0,5.0
700,1.925,7.7
701,-3.1000000000000005,-24.800000000000004
702,-1.7249999999999999,-13.799999999999999
703,-3.1000000000000005,-24.800000000000004
704,-3.1000000000000005,-24.800000000000004
705,-0.6000000000000001,-4.800000000000001
706,-2.1,-16.8
707,2.2666666666666666,6.8
708,-1.3499999999999999,-10.799999999999999
709,-2.1,-16.8
710,-2.1,-16.8
711,2.2666666666666666,6.8
712,-3.1000000000000005,-24.800000000000004
713,5.0,5.0
714,5.0,5.0
715,1.5833333333333333,9.5
716,-3.1000000000000005,-24.800000000000004
717,-2.1,-16.8
718,-2.1,-16.8
719,-1.7249999999999999,-13.799999999999999
720,-1.3499999999999999,-10.799999999999999
721,-2.1,-16.8
722,-2.1,-16.8
723,-1.3499999999999999,-10.799999999999999
724,-2.1,-16.8
725,1.72,8.6
726,-2.1,-16.8
727,-2.1,-16.8
728,-2.1,-16.8
729,-2.1,-16.8
730,1.925,7.7
731,-3.1000000000000005,-24.800000000000004
732,-2.1,-16.8
733,-2.1,-16.8
734,-1.7249999999999999,-13.799999999999999
735,-2.1,-16.8
736,-2.1,-16.8
737,-2.1,-16.8
738,1.925,7.7
739,-0.22500000000000003,-1.8000000000000003
740,-2.1,-16.8
741,1.4125,11.3
742,2.2666666666666666,6.8
743,2.2666666666666666,6.8
744,5.0,5.0
745,-2.1,-16.8
746,-3.1000000000000005,-24.800000000000004
747,-2.1,-16.8
748,5.0,5.0
749,-1.3499999999999999,-10.799999999999999
750,5.0,5.0
751,-2.1,-16.8
752,-2.1,-16.8
753,5.0,5.0
754,-2.1,-16.8
755,-2.1,-16.8
756,5.0,5.0
757,-3.1000000000000005,-24.800000000000004
758,-2.1,-16.8
759,-2.1,-16.8
760,-2.1,-16.8
761,2.2666666666666666,6.8
762,-2.1,-16.8
763,5.0,5.0
764,-3.1000000000000005,-24.800000000000004
765,5.0,5.0
766,-1.7249999999999999,-13.799999999999999
767,-2.1,-16.8
768,-2.1,-16.8
769,-2.1,-16.8
770,1.925,7.7
771,-2.1,-16.8
772,5.0,5.0
773,2.2666666666666666,6.8
774,-2.1,-16.8
775,-2.1,-16.8
776,2.2666666666666666,6.8
777,-3.1000000000000005,-24.800000000000004
778,-3.1000000000000005,-24.800000000000004
779,-2.1,-16.8
780,-2.1,-16.8
781,-2.1,-16.8
782,-1.7249999999999999,-13.799999999999999
783,2.2666666666666666,6.8
784,-1.7249999999999999,-13.799999999999999
785,2.2666666666666666,6.8
786,2.2666666666666666,6.8
787,-2.1,-16.8
788,1.72,8.6
789,2.2666666666666666,6.8
790,-3.1000000000000005,-24.800000000000004
791,-1.7249999999999999,-13.799999999999999
792,2.2666666666666666,6.8
793,-2.1,-16.8
794,2.2666666666666666,6.8
795,-2.1,-16.8
796,-3.1000000000000005,-24.800000000000004
797,-3.1000000000000005,-24.800000000000004
798,-2.1,-16.8
799,-2.1,-16.8
